product_id,product_category_name,month_year,qty,total_price,freight_price,unit_price,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_score,customers,weekday,weekend,holiday,month,year,s,volume,comp_1,ps1,fp1,comp_2,ps2,fp2,comp_3,ps3,fp3,lag_price,competitor_price,promotion_flag,revenue,price_gap,is_discounted,avg_weight_per_unit,price_per_gram,unit_price_scaled,qty_scaled,log_price,log_qty,quarter,is_holiday_season,brand_BrandB,brand_BrandC,brand_BrandD,category_level2_Electronics,category_level2_Furniture,category_level2_Grocery,category_level2_Toys
bed1,bed_bath_table,2017-01-07,6,275.7,14.84,45.95,39,161,2,350,4.0,123,21,10,1,1,2017,12.07165109,3800,89.9,3.9,13.99383333,205.0,4.4,22.1959322,45.95,4.0,14.84,45.95,28.368179943348206,0,1654.1999999999998,17.581820056651797,0,58.333333333333336,0.13128571428571428,0.07570473699505958,0.04132231404958678,3.849083205654272,1.9459101490553132,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2017-01-07,6,275.7,14.84,45.95,39,161,2,350,4.0,123,21,10,1,1,2017,12.07165109,3800,89.9,3.9,13.99383333,205.0,4.4,22.1959322,45.95,4.0,14.84,45.95,37.43656446175077,0,1654.1999999999998,8.513435538249233,0,58.333333333333336,0.13128571428571428,0.07570473699505958,0.04132231404958678,3.849083205654272,1.9459101490553132,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2017-01-08,4,183.8,14.2875,45.95,39,161,2,350,4.0,90,23,8,1,1,2017,9.293873313,3800,89.9,3.9,14.65675676,199.5098039,4.4,19.41288462,45.95,4.0,14.2875,45.95,40.33326055226156,0,735.2,5.616739447738446,0,87.5,0.13128571428571428,0.07570473699505958,0.024793388429752067,3.849083205654272,1.6094379124341003,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2017-01-08,4,183.8,14.2875,45.95,39,161,2,350,4.0,90,23,8,1,1,2017,9.293873313,3800,89.9,3.9,14.65675676,199.5098039,4.4,19.41288462,45.95,4.0,14.2875,45.95,32.39141444116006,0,735.2,13.558585558839944,0,87.5,0.13128571428571428,0.07570473699505958,0.024793388429752067,3.849083205654272,1.6094379124341003,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2017-01-08,4,183.8,14.2875,45.95,39,161,2,350,4.0,90,23,8,1,1,2017,9.293873313,3800,89.9,3.9,14.65675676,199.5098039,4.4,19.41288462,45.95,4.0,14.2875,45.95,28.368179943348206,0,735.2,17.581820056651797,0,87.5,0.13128571428571428,0.07570473699505958,0.024793388429752067,3.849083205654272,1.6094379124341003,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2017-01-08,4,183.8,14.2875,45.95,39,161,2,350,4.0,90,23,8,1,1,2017,9.293873313,3800,89.9,3.9,14.65675676,199.5098039,4.4,19.41288462,45.95,4.0,14.2875,45.95,37.43656446175077,0,735.2,8.513435538249233,0,87.5,0.13128571428571428,0.07570473699505958,0.024793388429752067,3.849083205654272,1.6094379124341003,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2017-01-09,2,91.9,15.1,45.95,39,161,2,350,4.0,54,21,9,1,1,2017,5.555555556,3800,89.9,3.9,18.77652174,163.3987097,4.4,24.3246875,45.95,4.0,15.1,45.95,40.33326055226156,0,183.8,5.616739447738446,0,175.0,0.13128571428571428,0.07570473699505958,0.008264462809917356,3.849083205654272,1.0986122886681098,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2017-01-09,2,91.9,15.1,45.95,39,161,2,350,4.0,54,21,9,1,1,2017,5.555555556,3800,89.9,3.9,18.77652174,163.3987097,4.4,24.3246875,45.95,4.0,15.1,45.95,32.39141444116006,0,183.8,13.558585558839944,0,175.0,0.13128571428571428,0.07570473699505958,0.008264462809917356,3.849083205654272,1.0986122886681098,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2017-01-09,2,91.9,15.1,45.95,39,161,2,350,4.0,54,21,9,1,1,2017,5.555555556,3800,89.9,3.9,18.77652174,163.3987097,4.4,24.3246875,45.95,4.0,15.1,45.95,28.368179943348206,0,183.8,17.581820056651797,0,175.0,0.13128571428571428,0.07570473699505958,0.008264462809917356,3.849083205654272,1.0986122886681098,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2017-01-09,2,91.9,15.1,45.95,39,161,2,350,4.0,54,21,9,1,1,2017,5.555555556,3800,89.9,3.9,18.77652174,163.3987097,4.4,24.3246875,45.95,4.0,15.1,45.95,37.43656446175077,0,183.8,8.513435538249233,0,175.0,0.13128571428571428,0.07570473699505958,0.008264462809917356,3.849083205654272,1.0986122886681098,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2017-01-10,3,137.85,15.1,45.95,39,161,2,350,4.0,50,22,9,2,1,2017,8.333333333,3800,89.9,3.9,21.57214286,45.95,4.0,15.1,45.95,4.0,15.1,45.95,40.33326055226156,0,413.54999999999995,5.616739447738446,0,116.66666666666667,0.13128571428571428,0.07570473699505958,0.01652892561983471,3.849083205654272,1.3862943611198906,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2017-01-10,3,137.85,15.1,45.95,39,161,2,350,4.0,50,22,9,2,1,2017,8.333333333,3800,89.9,3.9,21.57214286,45.95,4.0,15.1,45.95,4.0,15.1,45.95,32.39141444116006,0,413.54999999999995,13.558585558839944,0,116.66666666666667,0.13128571428571428,0.07570473699505958,0.01652892561983471,3.849083205654272,1.3862943611198906,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2017-01-10,3,137.85,15.1,45.95,39,161,2,350,4.0,50,22,9,2,1,2017,8.333333333,3800,89.9,3.9,21.57214286,45.95,4.0,15.1,45.95,4.0,15.1,45.95,28.368179943348206,0,413.54999999999995,17.581820056651797,0,116.66666666666667,0.13128571428571428,0.07570473699505958,0.01652892561983471,3.849083205654272,1.3862943611198906,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2017-01-10,3,137.85,15.1,45.95,39,161,2,350,4.0,50,22,9,2,1,2017,8.333333333,3800,89.9,3.9,21.57214286,45.95,4.0,15.1,45.95,4.0,15.1,45.95,37.43656446175077,0,413.54999999999995,8.513435538249233,0,116.66666666666667,0.13128571428571428,0.07570473699505958,0.01652892561983471,3.849083205654272,1.3862943611198906,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2017-01-11,11,445.85,15.83272727,40.53181818,39,161,2,350,4.0,97,22,8,4,1,2017,30.55555556,3800,89.9,3.9,16.294,40.53181818,4.0,15.83272727,40.53181818,4.0,15.83272727,45.95,40.33326055226156,0,4904.35,0.19855762773844532,0,31.818181818181817,0.11580519480000001,0.05995878575995351,0.08264462809917356,3.7264598366024813,2.4849066497880004,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2017-01-11,11,445.85,15.83272727,40.53181818,39,161,2,350,4.0,97,22,8,4,1,2017,30.55555556,3800,89.9,3.9,16.294,40.53181818,4.0,15.83272727,40.53181818,4.0,15.83272727,45.95,32.39141444116006,0,4904.35,8.140403738839943,0,31.818181818181817,0.11580519480000001,0.05995878575995351,0.08264462809917356,3.7264598366024813,2.4849066497880004,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2017-01-11,11,445.85,15.83272727,40.53181818,39,161,2,350,4.0,97,22,8,4,1,2017,30.55555556,3800,89.9,3.9,16.294,40.53181818,4.0,15.83272727,40.53181818,4.0,15.83272727,45.95,28.368179943348206,0,4904.35,12.163638236651796,0,31.818181818181817,0.11580519480000001,0.05995878575995351,0.08264462809917356,3.7264598366024813,2.4849066497880004,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2017-01-11,11,445.85,15.83272727,40.53181818,39,161,2,350,4.0,97,22,8,4,1,2017,30.55555556,3800,89.9,3.9,16.294,40.53181818,4.0,15.83272727,40.53181818,4.0,15.83272727,45.95,37.43656446175077,0,4904.35,3.095253718249232,0,31.818181818181817,0.11580519480000001,0.05995878575995351,0.08264462809917356,3.7264598366024813,2.4849066497880004,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2017-01-12,6,239.94,15.23,39.99,39,161,2,350,4.0,41,21,10,1,1,2017,16.66666667,3800,88.48823529,3.9,18.89833333,39.99,4.0,15.23,39.99,4.0,15.23,40.53181818,40.33326055226156,0,1439.6399999999999,-0.3432605522615546,0,58.333333333333336,0.11425714285714286,0.05838419064225516,0.04132231404958678,3.7133281345162463,1.9459101490553132,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2017-01-12,6,239.94,15.23,39.99,39,161,2,350,4.0,41,21,10,1,1,2017,16.66666667,3800,88.48823529,3.9,18.89833333,39.99,4.0,15.23,39.99,4.0,15.23,40.53181818,32.39141444116006,0,1439.6399999999999,7.598585558839943,0,58.333333333333336,0.11425714285714286,0.05838419064225516,0.04132231404958678,3.7133281345162463,1.9459101490553132,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2017-01-12,6,239.94,15.23,39.99,39,161,2,350,4.0,41,21,10,1,1,2017,16.66666667,3800,88.48823529,3.9,18.89833333,39.99,4.0,15.23,39.99,4.0,15.23,40.53181818,28.368179943348206,0,1439.6399999999999,11.621820056651796,0,58.333333333333336,0.11425714285714286,0.05838419064225516,0.04132231404958678,3.7133281345162463,1.9459101490553132,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2017-01-12,6,239.94,15.23,39.99,39,161,2,350,4.0,41,21,10,1,1,2017,16.66666667,3800,88.48823529,3.9,18.89833333,39.99,4.0,15.23,39.99,4.0,15.23,40.53181818,37.43656446175077,0,1439.6399999999999,2.553435538249232,0,58.333333333333336,0.11425714285714286,0.05838419064225516,0.04132231404958678,3.7133281345162463,1.9459101490553132,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2018-01-01,19,759.81,16.53368421,39.99,39,161,2,350,4.0,62,23,8,2,1,2018,17.75700935,3800,86.9,3.9,19.38352941,39.99,4.0,16.53368421,39.99,4.0,16.53368421,39.99,40.33326055226156,0,14436.39,-0.3432605522615546,0,18.42105263157895,0.11425714285714286,0.05838419064225516,0.1487603305785124,3.7133281345162463,2.995732273553991,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2018-01-01,19,759.81,16.53368421,39.99,39,161,2,350,4.0,62,23,8,2,1,2018,17.75700935,3800,86.9,3.9,19.38352941,39.99,4.0,16.53368421,39.99,4.0,16.53368421,39.99,32.39141444116006,0,14436.39,7.598585558839943,0,18.42105263157895,0.11425714285714286,0.05838419064225516,0.1487603305785124,3.7133281345162463,2.995732273553991,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2018-01-01,19,759.81,16.53368421,39.99,39,161,2,350,4.0,62,23,8,2,1,2018,17.75700935,3800,86.9,3.9,19.38352941,39.99,4.0,16.53368421,39.99,4.0,16.53368421,39.99,28.368179943348206,0,14436.39,11.621820056651796,0,18.42105263157895,0.11425714285714286,0.05838419064225516,0.1487603305785124,3.7133281345162463,2.995732273553991,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2018-01-01,19,759.81,16.53368421,39.99,39,161,2,350,4.0,62,23,8,2,1,2018,17.75700935,3800,86.9,3.9,19.38352941,39.99,4.0,16.53368421,39.99,4.0,16.53368421,39.99,37.43656446175077,0,14436.39,2.553435538249232,0,18.42105263157895,0.11425714285714286,0.05838419064225516,0.1487603305785124,3.7133281345162463,2.995732273553991,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2018-01-02,18,719.82,13.74944444,39.99,39,161,2,350,4.0,62,20,8,2,1,2018,16.82242991,3800,86.9,3.9,19.20909091,39.99,4.0,13.74944444,39.99,4.0,13.74944444,39.99,40.33326055226156,0,12956.76,-0.3432605522615546,0,19.444444444444443,0.11425714285714286,0.05838419064225516,0.14049586776859505,3.7133281345162463,2.9444389791664403,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2018-01-02,18,719.82,13.74944444,39.99,39,161,2,350,4.0,62,20,8,2,1,2018,16.82242991,3800,86.9,3.9,19.20909091,39.99,4.0,13.74944444,39.99,4.0,13.74944444,39.99,32.39141444116006,0,12956.76,7.598585558839943,0,19.444444444444443,0.11425714285714286,0.05838419064225516,0.14049586776859505,3.7133281345162463,2.9444389791664403,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2018-01-02,18,719.82,13.74944444,39.99,39,161,2,350,4.0,62,20,8,2,1,2018,16.82242991,3800,86.9,3.9,19.20909091,39.99,4.0,13.74944444,39.99,4.0,13.74944444,39.99,28.368179943348206,0,12956.76,11.621820056651796,0,19.444444444444443,0.11425714285714286,0.05838419064225516,0.14049586776859505,3.7133281345162463,2.9444389791664403,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2018-01-02,18,719.82,13.74944444,39.99,39,161,2,350,4.0,62,20,8,2,1,2018,16.82242991,3800,86.9,3.9,19.20909091,39.99,4.0,13.74944444,39.99,4.0,13.74944444,39.99,37.43656446175077,0,12956.76,2.553435538249232,0,19.444444444444443,0.11425714285714286,0.05838419064225516,0.14049586776859505,3.7133281345162463,2.9444389791664403,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2018-01-03,17,679.83,16.46235294,39.99,39,161,2,350,4.0,43,22,9,1,1,2018,15.88785047,3800,86.9,3.9,19.98235294,39.99,4.0,16.46235294,39.99,4.0,16.46235294,39.99,40.33326055226156,0,11557.11,-0.3432605522615546,0,20.58823529411765,0.11425714285714286,0.05838419064225516,0.1322314049586777,3.7133281345162463,2.8903717578961645,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2018-01-03,17,679.83,16.46235294,39.99,39,161,2,350,4.0,43,22,9,1,1,2018,15.88785047,3800,86.9,3.9,19.98235294,39.99,4.0,16.46235294,39.99,4.0,16.46235294,39.99,32.39141444116006,0,11557.11,7.598585558839943,0,20.58823529411765,0.11425714285714286,0.05838419064225516,0.1322314049586777,3.7133281345162463,2.8903717578961645,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2018-01-03,17,679.83,16.46235294,39.99,39,161,2,350,4.0,43,22,9,1,1,2018,15.88785047,3800,86.9,3.9,19.98235294,39.99,4.0,16.46235294,39.99,4.0,16.46235294,39.99,28.368179943348206,0,11557.11,11.621820056651796,0,20.58823529411765,0.11425714285714286,0.05838419064225516,0.1322314049586777,3.7133281345162463,2.8903717578961645,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2018-01-03,17,679.83,16.46235294,39.99,39,161,2,350,4.0,43,22,9,1,1,2018,15.88785047,3800,86.9,3.9,19.98235294,39.99,4.0,16.46235294,39.99,4.0,16.46235294,39.99,37.43656446175077,0,11557.11,2.553435538249232,0,20.58823529411765,0.11425714285714286,0.05838419064225516,0.1322314049586777,3.7133281345162463,2.8903717578961645,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2018-01-04,13,519.87,14.23615385,39.99,39,161,2,350,4.0,34,21,9,1,1,2018,12.14953271,3800,85.045,3.9,12.94,39.99,4.0,14.23615385,39.99,4.0,14.23615385,39.99,40.33326055226156,0,6758.31,-0.3432605522615546,0,26.923076923076923,0.11425714285714286,0.05838419064225516,0.09917355371900827,3.7133281345162463,2.6390573296152584,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2018-01-04,13,519.87,14.23615385,39.99,39,161,2,350,4.0,34,21,9,1,1,2018,12.14953271,3800,85.045,3.9,12.94,39.99,4.0,14.23615385,39.99,4.0,14.23615385,39.99,32.39141444116006,0,6758.31,7.598585558839943,0,26.923076923076923,0.11425714285714286,0.05838419064225516,0.09917355371900827,3.7133281345162463,2.6390573296152584,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2018-01-04,13,519.87,14.23615385,39.99,39,161,2,350,4.0,34,21,9,1,1,2018,12.14953271,3800,85.045,3.9,12.94,39.99,4.0,14.23615385,39.99,4.0,14.23615385,39.99,28.368179943348206,0,6758.31,11.621820056651796,0,26.923076923076923,0.11425714285714286,0.05838419064225516,0.09917355371900827,3.7133281345162463,2.6390573296152584,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2018-01-04,13,519.87,14.23615385,39.99,39,161,2,350,4.0,34,21,9,1,1,2018,12.14953271,3800,85.045,3.9,12.94,39.99,4.0,14.23615385,39.99,4.0,14.23615385,39.99,37.43656446175077,0,6758.31,2.553435538249232,0,26.923076923076923,0.11425714285714286,0.05838419064225516,0.09917355371900827,3.7133281345162463,2.6390573296152584,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2018-01-05,19,759.81,10.25631579,39.99,39,161,2,350,4.0,57,23,8,3,1,2018,10.26739356,3800,83.64961538,3.9,16.78038462,39.99,4.0,10.25631579,39.99,4.0,10.25631579,39.99,40.33326055226156,0,14436.39,-0.3432605522615546,0,18.42105263157895,0.11425714285714286,0.05838419064225516,0.1487603305785124,3.7133281345162463,2.995732273553991,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2018-01-05,19,759.81,10.25631579,39.99,39,161,2,350,4.0,57,23,8,3,1,2018,10.26739356,3800,83.64961538,3.9,16.78038462,39.99,4.0,10.25631579,39.99,4.0,10.25631579,39.99,32.39141444116006,0,14436.39,7.598585558839943,0,18.42105263157895,0.11425714285714286,0.05838419064225516,0.1487603305785124,3.7133281345162463,2.995732273553991,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2018-01-05,19,759.81,10.25631579,39.99,39,161,2,350,4.0,57,23,8,3,1,2018,10.26739356,3800,83.64961538,3.9,16.78038462,39.99,4.0,10.25631579,39.99,4.0,10.25631579,39.99,28.368179943348206,0,14436.39,11.621820056651796,0,18.42105263157895,0.11425714285714286,0.05838419064225516,0.1487603305785124,3.7133281345162463,2.995732273553991,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2018-01-05,19,759.81,10.25631579,39.99,39,161,2,350,4.0,57,23,8,3,1,2018,10.26739356,3800,83.64961538,3.9,16.78038462,39.99,4.0,10.25631579,39.99,4.0,10.25631579,39.99,37.43656446175077,0,14436.39,2.553435538249232,0,18.42105263157895,0.11425714285714286,0.05838419064225516,0.1487603305785124,3.7133281345162463,2.995732273553991,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2018-01-06,5,199.95,13.998,39.99,39,161,2,350,4.0,43,21,9,0,1,2018,6.503115265,3800,79.9,3.9,23.00565217,39.99,4.0,13.998,39.99,4.0,13.998,39.99,40.33326055226156,0,999.75,-0.3432605522615546,0,70.0,0.11425714285714286,0.05838419064225516,0.03305785123966942,3.7133281345162463,1.791759469228055,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2018-01-06,5,199.95,13.998,39.99,39,161,2,350,4.0,43,21,9,0,1,2018,6.503115265,3800,79.9,3.9,23.00565217,39.99,4.0,13.998,39.99,4.0,13.998,39.99,32.39141444116006,0,999.75,7.598585558839943,0,70.0,0.11425714285714286,0.05838419064225516,0.03305785123966942,3.7133281345162463,1.791759469228055,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2018-01-06,5,199.95,13.998,39.99,39,161,2,350,4.0,43,21,9,0,1,2018,6.503115265,3800,79.9,3.9,23.00565217,39.99,4.0,13.998,39.99,4.0,13.998,39.99,28.368179943348206,0,999.75,11.621820056651796,0,70.0,0.11425714285714286,0.05838419064225516,0.03305785123966942,3.7133281345162463,1.791759469228055,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2018-01-06,5,199.95,13.998,39.99,39,161,2,350,4.0,43,21,9,0,1,2018,6.503115265,3800,79.9,3.9,23.00565217,39.99,4.0,13.998,39.99,4.0,13.998,39.99,37.43656446175077,0,999.75,2.553435538249232,0,70.0,0.11425714285714286,0.05838419064225516,0.03305785123966942,3.7133281345162463,1.791759469228055,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2018-01-07,8,319.92,20.4175,39.99,39,161,2,350,4.0,26,22,9,1,1,2018,12.07165109,3800,77.93333333,3.9,19.952,39.99,4.0,20.4175,39.99,4.0,20.4175,39.99,40.33326055226156,0,2559.36,-0.3432605522615546,0,43.75,0.11425714285714286,0.05838419064225516,0.05785123966942149,3.7133281345162463,2.1972245773362196,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2018-01-07,8,319.92,20.4175,39.99,39,161,2,350,4.0,26,22,9,1,1,2018,12.07165109,3800,77.93333333,3.9,19.952,39.99,4.0,20.4175,39.99,4.0,20.4175,39.99,32.39141444116006,0,2559.36,7.598585558839943,0,43.75,0.11425714285714286,0.05838419064225516,0.05785123966942149,3.7133281345162463,2.1972245773362196,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2018-01-07,8,319.92,20.4175,39.99,39,161,2,350,4.0,26,22,9,1,1,2018,12.07165109,3800,77.93333333,3.9,19.952,39.99,4.0,20.4175,39.99,4.0,20.4175,39.99,28.368179943348206,0,2559.36,11.621820056651796,0,43.75,0.11425714285714286,0.05838419064225516,0.05785123966942149,3.7133281345162463,2.1972245773362196,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2018-01-07,8,319.92,20.4175,39.99,39,161,2,350,4.0,26,22,9,1,1,2018,12.07165109,3800,77.93333333,3.9,19.952,39.99,4.0,20.4175,39.99,4.0,20.4175,39.99,37.43656446175077,0,2559.36,2.553435538249232,0,43.75,0.11425714285714286,0.05838419064225516,0.05785123966942149,3.7133281345162463,2.1972245773362196,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2018-01-08,8,313.92,16.33375,39.24,39,161,2,350,4.0,15,23,8,1,1,2018,9.293873313,3800,74.0,3.9,17.25571429,39.24,4.0,16.33375,39.24,4.0,16.33375,39.99,40.33326055226156,0,2511.36,-1.0932605522615546,0,43.75,0.11211428571428572,0.05620459168846265,0.05785123966942149,3.6948615257914836,2.1972245773362196,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2018-01-08,8,313.92,16.33375,39.24,39,161,2,350,4.0,15,23,8,1,1,2018,9.293873313,3800,74.0,3.9,17.25571429,39.24,4.0,16.33375,39.24,4.0,16.33375,39.99,32.39141444116006,0,2511.36,6.848585558839943,0,43.75,0.11211428571428572,0.05620459168846265,0.05785123966942149,3.6948615257914836,2.1972245773362196,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2018-01-08,8,313.92,16.33375,39.24,39,161,2,350,4.0,15,23,8,1,1,2018,9.293873313,3800,74.0,3.9,17.25571429,39.24,4.0,16.33375,39.24,4.0,16.33375,39.99,28.368179943348206,0,2511.36,10.871820056651796,0,43.75,0.11211428571428572,0.05620459168846265,0.05785123966942149,3.6948615257914836,2.1972245773362196,1,0,False,True,False,False,False,True,False
bed1,bed_bath_table,2018-01-08,8,313.92,16.33375,39.24,39,161,2,350,4.0,15,23,8,1,1,2018,9.293873313,3800,74.0,3.9,17.25571429,39.24,4.0,16.33375,39.24,4.0,16.33375,39.99,37.43656446175077,0,2511.36,1.8034355382492322,0,43.75,0.11211428571428572,0.05620459168846265,0.05785123966942149,3.6948615257914836,2.1972245773362196,1,0,False,True,False,False,False,True,False
